Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Forma jurídica;Número de sociedades y capital (en miles de euros);Periodo;Total
Total Nacional;12 Galicia;;SL;capital (en miles de euros) desembolsado;2000;34501822
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2023;4
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2022;3
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2021;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2020;2
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2019;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2018;1
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2017;5
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2016;8
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2015;2
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2014;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2013;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2012;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2011;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2010;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2009;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2008;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2007;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2006;1
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2005;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2004;1
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2003;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2002;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2001;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;Número de Sociedades;2000;8
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2023;141
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2022;177
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2021;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2020;922
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2019;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2018;3
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2017;168
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2016;375
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2015;90
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2014;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2013;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2012;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2011;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2010;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2009;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2008;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2007;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2006;3
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2005;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2004;44
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2003;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2002;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2001;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2000;352
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2023;141
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2022;177
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2021;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2020;922
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2019;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2018;3
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2017;168
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2016;375
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2015;90
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2014;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2013;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2012;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2011;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2010;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2009;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2008;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2007;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2006;3
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2005;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2004;44
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2003;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2002;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2001;0
Total Nacional;12 Galicia;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2000;4
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2023;1674
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2022;1575
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2021;1662
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2020;1346
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2019;1605
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2018;1716
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2017;1757
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2016;1890
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2015;1650
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2014;1669
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2013;1803
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2012;1658
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2011;1639
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2010;1609
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2009;1568
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2008;2120
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2007;2573
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2006;2730
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2005;2606
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2004;2324
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2003;2168
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2002;1883
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2001;1915
Total Nacional;12 Galicia;15 Coruña, A;Total;Número de Sociedades;2000;2093
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2023;75610
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2022;50948
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2021;85479
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2020;236433
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2019;167542
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2018;86272
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2017;72208
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2016;93873
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2015;249164
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2014;121889
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2013;67188
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2012;90416
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2011;272939
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2010;48831
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2009;59540
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2008;389729
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2007;695676
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2006;192317
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2005;189978
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2004;173384
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2003;99521
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2002;122758
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2001;204755
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) suscrito;2000;108938
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2023;75565
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2022;50903
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2021;85434
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2020;236343
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2019;167542
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2018;86182
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2017;72163
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2016;93873
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2015;249119
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2014;121889
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2013;66357
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2012;90281
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2011;272579
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2010;48574
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2009;59383
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2008;385249
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2007;533399
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2006;190441
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2005;180983
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2004;170700
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2003;97689
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2002;120995
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2001;200571
Total Nacional;12 Galicia;15 Coruña, A;Total;capital (en miles de euros) desembolsado;2000;9901002
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2023;4
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2022;2
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2021;8
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2020;8
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2019;5
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2018;5
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2017;4
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2016;5
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2015;2
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2014;3
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2013;6
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2012;8
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2011;14
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2010;18
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2009;6
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2008;27
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2007;27
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2006;24
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2005;47
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2004;18
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2003;28
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2002;39
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2001;51
Total Nacional;12 Galicia;15 Coruña, A;SA;Número de Sociedades;2000;68
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2023;1380
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2022;160
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2021;4424
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2020;1620
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2019;540
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2018;300
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2017;458
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2016;840
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2015;120
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2014;56594
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2013;20234
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2012;18977
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2011;218039
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2010;5650
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2009;740
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2008;15074
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2007;426806
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2006;17217
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2005;33218
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2004;5070
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2003;10305
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2002;11329
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2001;17247
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) suscrito;2000;26194
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2023;1335
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2022;115
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2021;4379
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2020;1530
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2019;540
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2018;210
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2017;413
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2016;840
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2015;75
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2014;56594
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2013;19403
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2012;18842
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2011;217679
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2010;5393
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2009;583
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2008;10595
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2007;264529
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2006;15341
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2005;24223
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2004;2386
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2003;8472
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2002;9565
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2001;13063
Total Nacional;12 Galicia;15 Coruña, A;SA;capital (en miles de euros) desembolsado;2000;800175
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2023;1670
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2022;1573
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2021;1654
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2020;1338
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2019;1600
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2018;1711
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2017;1753
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2016;1885
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2015;1648
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2014;1666
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2013;1797
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2012;1650
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2011;1625
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2010;1591
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2009;1562
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2008;2093
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2007;2546
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2006;2706
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2005;2559
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2004;2306
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2003;2140
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2002;1844
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2001;1864
Total Nacional;12 Galicia;15 Coruña, A;SL;Número de Sociedades;2000;2019
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2023;74230
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2022;50788
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2021;81055
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2020;234813
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2019;167002
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2018;85972
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2017;71750
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2016;93033
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2015;249044
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2014;65295
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2013;46954
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2012;71438
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2011;54901
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2010;43181
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2009;58800
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2008;374654
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2007;268870
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2006;175100
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2005;156760
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2004;168314
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2003;89216
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2002;111429
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2001;187508
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) suscrito;2000;82411
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2023;74230
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2022;50788
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2021;81055
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2020;234813
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2019;167002
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2018;85972
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2017;71750
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2016;93033
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2015;249044
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2014;65295
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2013;46954
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2012;71438
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2011;54901
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2010;43181
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2009;58800
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2008;374654
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2007;268870
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2006;175100
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2005;156760
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2004;168314
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2003;89216
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2002;111429
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2001;187508
Total Nacional;12 Galicia;15 Coruña, A;SL;capital (en miles de euros) desembolsado;2000;9100824
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2023;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2022;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2021;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2020;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2019;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2018;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2017;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2016;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2015;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2014;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2013;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2012;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2011;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2010;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2009;0
Total Nacional;12 Galicia;15 Coruña, A;S COM, S COM PA y SC;Número de Sociedades;2008;0
