Región Geográfica;Comunidades y Ciudades Autónomas;Índice y tasas;Periodo;Total
Nacional;;Variación anual;2016M02;3,1
Nacional;;Variación anual;2016M01;-2,1
Nacional;;Variación anual;2015M12;3
Nacional;;Variación anual;2015M11;4,9
Nacional;;Variación anual;2015M10;-2,2
Nacional;;Variación anual;2015M09;1,4
Nacional;;Variación anual;2015M08;0,1
Nacional;;Variación anual;2015M07;3,3
Nacional;;Variación anual;2015M06;6
Nacional;;Variación anual;2015M05;0,6
Nacional;;Variación anual;2015M04;-1,1
Nacional;;Variación anual;2015M03;5,8
Nacional;;Variación anual;2015M02;0,9
Nacional;;Variación anual;2015M01;-4
Nacional;;Variación anual;2014M12;2,2
Nacional;;Variación anual;2014M11;-0,4
Nacional;;Variación anual;2014M10;0,7
Nacional;;Variación anual;2014M09;3,8
Nacional;;Variación anual;2014M08;-1,7
Nacional;;Variación anual;2014M07;1,7
Nacional;;Variación anual;2014M06;4,1
Nacional;;Variación anual;2014M05;-0,8
Nacional;;Variación anual;2014M04;-1,7
Nacional;;Variación anual;2014M03;4,6
Nacional;;Variación anual;2014M02;-0,1
Nacional;;Variación anual;2014M01;-2,6
Nacional;;Variación anual;2013M12;0
Nacional;;Variación anual;2013M11;-3,5
Nacional;;Variación anual;2013M10;-2,4
Nacional;;Variación anual;2013M09;-0,7
Nacional;;Variación anual;2013M08;-9,3
Nacional;;Variación anual;2013M07;0,5
Nacional;;Variación anual;2013M06;-4,4
Nacional;;Variación anual;2013M05;-2,5
Nacional;;Variación anual;2013M04;5,8
Nacional;;Variación anual;2013M03;-10,4
Nacional;;Variación anual;2013M02;-7,3
Nacional;;Variación anual;2013M01;-0,5
Nacional;;Variación anual;2012M12;-4,6
Nacional;;Variación anual;2012M11;-3,7
Nacional;;Variación anual;2012M10;5,1
Nacional;;Variación anual;2012M09;-8,9
Nacional;;Variación anual;2012M08;3,8
Nacional;;Variación anual;2012M07;-1,9
Nacional;;Variación anual;2012M06;-6,5
Nacional;;Variación anual;2012M05;-2,3
Nacional;;Variación anual;2012M04;-4,8
Nacional;;Variación anual;2012M03;-6,7
Nacional;;Variación anual;2012M02;1,9
Nacional;;Variación anual;2012M01;2,4
Nacional;;Variación anual;2011M12;-2,1
Nacional;;Variación anual;2011M11;-1,1
Nacional;;Variación anual;2011M10;0,6
Nacional;;Variación anual;2011M09;5
Nacional;;Variación anual;2011M08;9,3
Nacional;;Variación anual;2011M07;2,5
Nacional;;Variación anual;2011M06;3,1
Nacional;;Variación anual;2011M05;8,6
Nacional;;Variación anual;2011M04;4,7
Nacional;;Variación anual;2011M03;9,5
Nacional;;Variación anual;2011M02;9,3
Nacional;;Variación anual;2011M01;10,9
Nacional;;Variación anual;2010M12;6,5
Nacional;;Variación anual;2010M11;8,5
Nacional;;Variación anual;2010M10;1,4
Nacional;;Variación anual;2010M09;4,3
Nacional;;Variación anual;2010M08;5
Nacional;;Variación anual;2010M07;1,4
Nacional;;Variación anual;2010M06;8,1
Nacional;;Variación anual;2010M05;8,9
Nacional;;Variación anual;2010M04;5,7
Nacional;;Variación anual;2010M03;11
Nacional;;Variación anual;2010M02;6,2
Nacional;;Variación anual;2010M01;0,2
Nacional;;Variación anual;2009M12;-2,8
Nacional;;Variación anual;2009M11;-4,4
Nacional;;Variación anual;2009M10;-16,2
Nacional;;Variación anual;2009M09;-19,3
Nacional;;Variación anual;2009M08;-18,9
Nacional;;Variación anual;2009M07;-25,1
Nacional;;Variación anual;2009M06;-20,9
Nacional;;Variación anual;2009M05;-29,3
Nacional;;Variación anual;2009M04;-32,2
Nacional;;Variación anual;2009M03;-20,5
Nacional;;Variación anual;2009M02;-31,3
Nacional;;Variación anual;2009M01;-31
Nacional;;Variación anual;2008M12;-15,8
Nacional;;Variación anual;2008M11;-22,1
Nacional;;Variación anual;2008M10;-11,4
Nacional;;Variación anual;2008M09;-0,2
Nacional;;Variación anual;2008M08;-5,4
Nacional;;Variación anual;2008M07;5,3
Nacional;;Variación anual;2008M06;-4,3
Nacional;;Variación anual;2008M05;-1
Nacional;;Variación anual;2008M04;17,8
Nacional;;Variación anual;2008M03;-9
Nacional;;Variación anual;2008M02;8,2
Nacional;;Variación anual;2008M01;5,1
Nacional;;Variación anual;2007M12;1,7
Nacional;;Variación anual;2007M11;3,9
Nacional;;Variación anual;2007M10;9,5
Nacional;;Variación anual;2007M09;3,7
Nacional;;Variación anual;2007M08;5,5
Nacional;;Variación anual;2007M07;10,9
Nacional;;Variación anual;2007M06;2,6
Nacional;;Variación anual;2007M05;5,9
Nacional;;Variación anual;2007M04;8
Nacional;;Variación anual;2007M03;5,3
Nacional;;Variación anual;2007M02;8,5
Nacional;;Variación anual;2007M01;11,8
Nacional;;Variación anual;2006M12;4,3
Nacional;;Variación anual;2006M11;7,6
Nacional;;Variación anual;2006M10;11,9
Nacional;;Variación anual;2006M09;3,4
Nacional;;Variación anual;2006M08;10,2
Nacional;;Variación anual;2006M07;8,5
Nacional;;Variación anual;2006M06;11,1
Nacional;;Variación anual;2006M05;13,9
Nacional;;Variación anual;2006M04;-5,1
Nacional;;Variación anual;2006M03;15,9
Nacional;;Variación anual;2006M02;6,5
Nacional;;Variación anual;2006M01;11,2
Nacional;;Variación anual;2005M12;8,6
Nacional;;Variación anual;2005M11;5,8
Nacional;;Variación anual;2005M10;3,1
Nacional;;Variación anual;2005M09;5,1
Nacional;;Variación anual;2005M08;9
Nacional;;Variación anual;2005M07;-1
Nacional;;Variación anual;2005M06;3,6
Nacional;;Variación anual;2005M05;5
Nacional;;Variación anual;2005M04;11,4
Nacional;;Variación anual;2005M03;-1,1
Nacional;;Variación anual;2005M02;4,9
Nacional;;Variación anual;2005M01;4,5
Nacional;;Variación anual;2004M12;4,4
Nacional;;Variación anual;2004M11;12,3
Nacional;;Variación anual;2004M10;-1,7
Nacional;;Variación anual;2004M09;8,1
Nacional;;Variación anual;2004M08;11,9
Nacional;;Variación anual;2004M07;4,2
Nacional;;Variación anual;2004M06;12,5
Nacional;;Variación anual;2004M05;5,3
Nacional;;Variación anual;2004M04;4,2
Nacional;;Variación anual;2004M03;8,4
Nacional;;Variación anual;2004M02;1,8
Nacional;;Variación anual;2004M01;-3,8
Nacional;;Variación anual;2003M12;6,4
Nacional;;Variación anual;2003M11;0,9
Nacional;;Variación anual;2003M10;2,1
Nacional;;Variación anual;2003M09;4,6
Nacional;;Variación anual;2003M08;-2
Nacional;;Variación anual;2003M07;3,1
Nacional;;Variación anual;2003M06;5
Nacional;;Variación anual;2003M05;-0,7
Nacional;;Variación anual;2003M04;-4
Nacional;;Variación anual;2003M03;11,7
Nacional;;Variación anual;2003M02;3,4
Nacional;;Variación anual;2003M01;3,3
Nacional;;Variación anual;2002M12;..
Nacional;;Variación anual;2002M11;..
Nacional;;Variación anual;2002M10;..
Nacional;;Variación anual;2002M09;..
Nacional;;Variación anual;2002M08;..
Nacional;;Variación anual;2002M07;..
Nacional;;Variación anual;2002M06;..
Nacional;;Variación anual;2002M05;..
Nacional;;Variación anual;2002M04;..
Nacional;;Variación anual;2002M03;..
Nacional;;Variación anual;2002M02;..
Nacional;;Variación anual;2002M01;..
Nacional;;Variación de la media en lo que va de año;2025M05;-0,5
Nacional;;Variación de la media en lo que va de año;2025M04;-0,1
Nacional;;Variación de la media en lo que va de año;2025M03;2,3
Nacional;;Variación de la media en lo que va de año;2025M02;0,1
Nacional;;Variación de la media en lo que va de año;2025M01;-0,2
Nacional;;Variación de la media en lo que va de año;2024M12;0,4
Nacional;;Variación de la media en lo que va de año;2024M11;-0,2
Nacional;;Variación de la media en lo que va de año;2024M10;0
Nacional;;Variación de la media en lo que va de año;2024M09;-0,5
Nacional;;Variación de la media en lo que va de año;2024M08;-0,4
Nacional;;Variación de la media en lo que va de año;2024M07;0
Nacional;;Variación de la media en lo que va de año;2024M06;-0,9
Nacional;;Variación de la media en lo que va de año;2024M05;0
Nacional;;Variación de la media en lo que va de año;2024M04;0,4
Nacional;;Variación de la media en lo que va de año;2024M03;-3,7
Nacional;;Variación de la media en lo que va de año;2024M02;1,3
Nacional;;Variación de la media en lo que va de año;2024M01;1,3
Nacional;;Variación de la media en lo que va de año;2023M12;-1,5
Nacional;;Variación de la media en lo que va de año;2023M11;-0,9
Nacional;;Variación de la media en lo que va de año;2023M10;-0,8
Nacional;;Variación de la media en lo que va de año;2023M09;-0,9
Nacional;;Variación de la media en lo que va de año;2023M08;-0,2
Nacional;;Variación de la media en lo que va de año;2023M07;0,5
Nacional;;Variación de la media en lo que va de año;2023M06;1,5
Nacional;;Variación de la media en lo que va de año;2023M05;3,4
Nacional;;Variación de la media en lo que va de año;2023M04;5,1
Nacional;;Variación de la media en lo que va de año;2023M03;9,7
Nacional;;Variación de la media en lo que va de año;2023M02;9,8
Nacional;;Variación de la media en lo que va de año;2023M01;12,1
Nacional;;Variación de la media en lo que va de año;2022M12;20,9
Nacional;;Variación de la media en lo que va de año;2022M11;22
Nacional;;Variación de la media en lo que va de año;2022M10;23
Nacional;;Variación de la media en lo que va de año;2022M09;23,7
Nacional;;Variación de la media en lo que va de año;2022M08;24
Nacional;;Variación de la media en lo que va de año;2022M07;23,5
Nacional;;Variación de la media en lo que va de año;2022M06;24
Nacional;;Variación de la media en lo que va de año;2022M05;22,3
Nacional;;Variación de la media en lo que va de año;2022M04;19,6
Nacional;;Variación de la media en lo que va de año;2022M03;18,5
Nacional;;Variación de la media en lo que va de año;2022M02;21,1
Nacional;;Variación de la media en lo que va de año;2022M01;21,7
Nacional;;Variación de la media en lo que va de año;2021M12;16,2
Nacional;;Variación de la media en lo que va de año;2021M11;16
Nacional;;Variación de la media en lo que va de año;2021M10;15,6
Nacional;;Variación de la media en lo que va de año;2021M09;16,7
Nacional;;Variación de la media en lo que va de año;2021M08;17,3
Nacional;;Variación de la media en lo que va de año;2021M07;17,3
Nacional;;Variación de la media en lo que va de año;2021M06;18,6
Nacional;;Variación de la media en lo que va de año;2021M05;18,5
Nacional;;Variación de la media en lo que va de año;2021M04;13,6
Nacional;;Variación de la media en lo que va de año;2021M03;2
Nacional;;Variación de la media en lo que va de año;2021M02;-7,5
Nacional;;Variación de la media en lo que va de año;2021M01;-10
Nacional;;Variación de la media en lo que va de año;2020M12;-11,7
Nacional;;Variación de la media en lo que va de año;2020M11;-12,5
Nacional;;Variación de la media en lo que va de año;2020M10;-13,5
Nacional;;Variación de la media en lo que va de año;2020M09;-14,1
Nacional;;Variación de la media en lo que va de año;2020M08;-15,5
Nacional;;Variación de la media en lo que va de año;2020M07;-16,1
Nacional;;Variación de la media en lo que va de año;2020M06;-17,1
Nacional;;Variación de la media en lo que va de año;2020M05;-18,2
Nacional;;Variación de la media en lo que va de año;2020M04;-14,1
Nacional;;Variación de la media en lo que va de año;2020M03;-5,2
Nacional;;Variación de la media en lo que va de año;2020M02;-0,4
Nacional;;Variación de la media en lo que va de año;2020M01;-1,5
Nacional;;Variación de la media en lo que va de año;2019M12;0,4
Nacional;;Variación de la media en lo que va de año;2019M11;0
Nacional;;Variación de la media en lo que va de año;2019M10;0,3
Nacional;;Variación de la media en lo que va de año;2019M09;0,3
Nacional;;Variación de la media en lo que va de año;2019M08;0,2
Nacional;;Variación de la media en lo que va de año;2019M07;0,7
Nacional;;Variación de la media en lo que va de año;2019M06;0,3
Nacional;;Variación de la media en lo que va de año;2019M05;1,4
Nacional;;Variación de la media en lo que va de año;2019M04;1,6
Nacional;;Variación de la media en lo que va de año;2019M03;2,5
Nacional;;Variación de la media en lo que va de año;2019M02;1,9
Nacional;;Variación de la media en lo que va de año;2019M01;0,5
Nacional;;Variación de la media en lo que va de año;2018M12;4,6
Nacional;;Variación de la media en lo que va de año;2018M11;5,2
Nacional;;Variación de la media en lo que va de año;2018M10;5,7
Nacional;;Variación de la media en lo que va de año;2018M09;5,4
Nacional;;Variación de la media en lo que va de año;2018M08;6,1
Nacional;;Variación de la media en lo que va de año;2018M07;6,1
Nacional;;Variación de la media en lo que va de año;2018M06;5,5
Nacional;;Variación de la media en lo que va de año;2018M05;5,6
Nacional;;Variación de la media en lo que va de año;2018M04;5,8
Nacional;;Variación de la media en lo que va de año;2018M03;2,8
Nacional;;Variación de la media en lo que va de año;2018M02;6,9
Nacional;;Variación de la media en lo que va de año;2018M01;10
Nacional;;Variación de la media en lo que va de año;2017M12;7,6
Nacional;;Variación de la media en lo que va de año;2017M11;7,8
Nacional;;Variación de la media en lo que va de año;2017M10;7,8
Nacional;;Variación de la media en lo que va de año;2017M09;7,5
Nacional;;Variación de la media en lo que va de año;2017M08;7,5
Nacional;;Variación de la media en lo que va de año;2017M07;7,5
Nacional;;Variación de la media en lo que va de año;2017M06;7,8
Nacional;;Variación de la media en lo que va de año;2017M05;8,1
Nacional;;Variación de la media en lo que va de año;2017M04;7
Nacional;;Variación de la media en lo que va de año;2017M03;10,9
Nacional;;Variación de la media en lo que va de año;2017M02;8,4
Nacional;;Variación de la media en lo que va de año;2017M01;12,9
Nacional;;Variación de la media en lo que va de año;2016M12;0,5
Nacional;;Variación de la media en lo que va de año;2016M11;0,4
Nacional;;Variación de la media en lo que va de año;2016M10;-0,2
Nacional;;Variación de la media en lo que va de año;2016M09;-0,2
Nacional;;Variación de la media en lo que va de año;2016M08;-0,3
Nacional;;Variación de la media en lo que va de año;2016M07;-1
Nacional;;Variación de la media en lo que va de año;2016M06;0,3
Nacional;;Variación de la media en lo que va de año;2016M05;0,6
Nacional;;Variación de la media en lo que va de año;2016M04;0,6
Nacional;;Variación de la media en lo que va de año;2016M03;-0,7
Nacional;;Variación de la media en lo que va de año;2016M02;0,6
Nacional;;Variación de la media en lo que va de año;2016M01;-2,1
Nacional;;Variación de la media en lo que va de año;2015M12;1,6
Nacional;;Variación de la media en lo que va de año;2015M11;1,5
Nacional;;Variación de la media en lo que va de año;2015M10;1,2
Nacional;;Variación de la media en lo que va de año;2015M09;1,6
Nacional;;Variación de la media en lo que va de año;2015M08;1,6
Nacional;;Variación de la media en lo que va de año;2015M07;1,8
Nacional;;Variación de la media en lo que va de año;2015M06;1,5
Nacional;;Variación de la media en lo que va de año;2015M05;0,5
Nacional;;Variación de la media en lo que va de año;2015M04;0,5
Nacional;;Variación de la media en lo que va de año;2015M03;1
Nacional;;Variación de la media en lo que va de año;2015M02;-1,5
Nacional;;Variación de la media en lo que va de año;2015M01;-4
Nacional;;Variación de la media en lo que va de año;2014M12;0,9
Nacional;;Variación de la media en lo que va de año;2014M11;0,8
Nacional;;Variación de la media en lo que va de año;2014M10;0,9
Nacional;;Variación de la media en lo que va de año;2014M09;0,9
Nacional;;Variación de la media en lo que va de año;2014M08;0,5
Nacional;;Variación de la media en lo que va de año;2014M07;0,8
Nacional;;Variación de la media en lo que va de año;2014M06;0,6
Nacional;;Variación de la media en lo que va de año;2014M05;-0,1
Nacional;;Variación de la media en lo que va de año;2014M04;0,1
Nacional;;Variación de la media en lo que va de año;2014M03;0,7
Nacional;;Variación de la media en lo que va de año;2014M02;-1,3
Nacional;;Variación de la media en lo que va de año;2014M01;-2,6
Nacional;;Variación de la media en lo que va de año;2013M12;-2,9
Nacional;;Variación de la media en lo que va de año;2013M11;-3,2
Nacional;;Variación de la media en lo que va de año;2013M10;-3,1
Nacional;;Variación de la media en lo que va de año;2013M09;-3,2
Nacional;;Variación de la media en lo que va de año;2013M08;-3,5
Nacional;;Variación de la media en lo que va de año;2013M07;-2,8
Nacional;;Variación de la media en lo que va de año;2013M06;-3,4
Nacional;;Variación de la media en lo que va de año;2013M05;-3,2
Nacional;;Variación de la media en lo que va de año;2013M04;-3,4
Nacional;;Variación de la media en lo que va de año;2013M03;-6,3
Nacional;;Variación de la media en lo que va de año;2013M02;-4
Nacional;;Variación de la media en lo que va de año;2013M01;-0,5
Nacional;;Variación de la media en lo que va de año;2012M12;-2,4
Nacional;;Variación de la media en lo que va de año;2012M11;-2,3
Nacional;;Variación de la media en lo que va de año;2012M10;-2,1
Nacional;;Variación de la media en lo que va de año;2012M09;-2,9
Nacional;;Variación de la media en lo que va de año;2012M08;-2,1
Nacional;;Variación de la media en lo que va de año;2012M07;-2,8
Nacional;;Variación de la media en lo que va de año;2012M06;-2,9
Nacional;;Variación de la media en lo que va de año;2012M05;-2,1
Nacional;;Variación de la media en lo que va de año;2012M04;-2,1
Nacional;;Variación de la media en lo que va de año;2012M03;-1,2
Nacional;;Variación de la media en lo que va de año;2012M02;2,1
Nacional;;Variación de la media en lo que va de año;2012M01;2,4
Nacional;;Variación de la media en lo que va de año;2011M12;4,8
Nacional;;Variación de la media en lo que va de año;2011M11;5,4
Nacional;;Variación de la media en lo que va de año;2011M10;6,1
Nacional;;Variación de la media en lo que va de año;2011M09;6,8
Nacional;;Variación de la media en lo que va de año;2011M08;7
Nacional;;Variación de la media en lo que va de año;2011M07;6,8
Nacional;;Variación de la media en lo que va de año;2011M06;7,5
Nacional;;Variación de la media en lo que va de año;2011M05;8,5
Nacional;;Variación de la media en lo que va de año;2011M04;8,5
Nacional;;Variación de la media en lo que va de año;2011M03;9,8
Nacional;;Variación de la media en lo que va de año;2011M02;10
Nacional;;Variación de la media en lo que va de año;2011M01;10,9
Nacional;;Variación de la media en lo que va de año;2010M12;5,6
Nacional;;Variación de la media en lo que va de año;2010M11;5,5
Nacional;;Variación de la media en lo que va de año;2010M10;5,2
Nacional;;Variación de la media en lo que va de año;2010M09;5,7
Nacional;;Variación de la media en lo que va de año;2010M08;5,9
Nacional;;Variación de la media en lo que va de año;2010M07;6
Nacional;;Variación de la media en lo que va de año;2010M06;6,9
Nacional;;Variación de la media en lo que va de año;2010M05;6,6
Nacional;;Variación de la media en lo que va de año;2010M04;6
Nacional;;Variación de la media en lo que va de año;2010M03;6,1
Nacional;;Variación de la media en lo que va de año;2010M02;3,3
Nacional;;Variación de la media en lo que va de año;2010M01;0,2
Nacional;;Variación de la media en lo que va de año;2009M12;-21,8
Nacional;;Variación de la media en lo que va de año;2009M11;-23,2
Nacional;;Variación de la media en lo que va de año;2009M10;-24,8
Nacional;;Variación de la media en lo que va de año;2009M09;-25,7
Nacional;;Variación de la media en lo que va de año;2009M08;-26,5
Nacional;;Variación de la media en lo que va de año;2009M07;-27,2
Nacional;;Variación de la media en lo que va de año;2009M06;-27,6
Nacional;;Variación de la media en lo que va de año;2009M05;-29
Nacional;;Variación de la media en lo que va de año;2009M04;-28,9
