TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,AEROPUERTO_ORIGEN#es,AEROPUERTO_ORIGEN#ca,AEROPUERTO_ORIGEN_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
04/2024,04/2024,2024-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,14.43,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,45.34,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,4.69,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,94.89,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.42,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,15.41,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,70.62,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor provisional,Valor provisional,P,,,,
04/2024,04/2024,2024-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,13.97,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,51.67,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,7.27,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,41.06,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,8.86,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,90.71,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.44,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,30.96,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,47.63,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor provisional,Valor provisional,P,,,,
03/2024,03/2024,2024-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,21.41,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,57.70,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,7.26,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,35.05,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,12.37,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,86.89,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.74,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,40.42,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,37.61,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor provisional,Valor provisional,P,,,,
02/2024,02/2024,2024-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,21.97,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,54.44,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,10.90,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.66,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,17.75,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,80.84,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,1.42,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,43.60,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,31.56,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor provisional,Valor provisional,P,,,,
01/2024,01/2024,2024-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,24.84,Valor provisional,Valor provisional,P,,,,
2023,2023,2023,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,35.74,Valor normal,Valor normal,A,,,,
2023,2023,2023,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,17.14,Valor normal,Valor normal,A,,,,
2023,2023,2023,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
2023,2023,2023,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,47.12,Valor normal,Valor normal,A,,,,
2023,2023,2023,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.87,Valor normal,Valor normal,A,,,,
2023,2023,2023,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,95.30,Valor normal,Valor normal,A,,,,
2023,2023,2023,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
2023,2023,2023,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.82,Valor normal,Valor normal,A,,,,
2023,2023,2023,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,13.47,Valor normal,Valor normal,A,,,,
2023,2023,2023,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,71.75,Valor normal,Valor normal,A,,,,
2023,2023,2023,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
2023,2023,2023,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,14.78,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,65.44,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,8.36,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,26.20,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,36.96,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,60.75,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,2.29,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,55.04,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,27.49,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2023,12/2023,2023-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,17.47,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,55.90,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,15.16,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,28.94,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,10.61,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,89.08,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
11/2023,11/2023,2023-M11,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,39.08,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,42.61,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2023,11/2023,2023-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,18.31,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,37.59,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,23.71,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,38.70,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.45,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,95.55,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.99,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.86,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,77.86,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2023,10/2023,2023-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.28,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,26.41,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,22.27,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,51.32,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.56,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.14,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.30,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,7.24,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,80.79,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
09/2023,09/2023,2023-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.97,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,16.10,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,21.15,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,62.75,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.55,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.59,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
08/2023,08/2023,2023-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.86,Valor normal,Valor normal,A,,,,
