MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,França,Francia,FR,Total,Total,_T,9.35,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,França,Francia,FR,No,No,NO,7.50,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,04/2023,04/2023,2023-M04,Regne Unit,Reino Unido,GB,Sí,Sí,SI,70292,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,04/2023,04/2023,2023-M04,Regne Unit,Reino Unido,GB,Total,Total,_T,216219,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,04/2023,04/2023,2023-M04,Regne Unit,Reino Unido,GB,No,No,NO,145927,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,Regne Unit,Reino Unido,GB,Sí,Sí,SI,56.68,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,Regne Unit,Reino Unido,GB,Total,Total,_T,1.58,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,Regne Unit,Reino Unido,GB,No,No,NO,-13.13,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,04/2023,04/2023,2023-M04,Itàlia,Italia,IT,Sí,Sí,SI,3345,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,04/2023,04/2023,2023-M04,Itàlia,Italia,IT,Total,Total,_T,46654,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,04/2023,04/2023,2023-M04,Itàlia,Italia,IT,No,No,NO,43309,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,Itàlia,Italia,IT,Sí,Sí,SI,-18.26,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,Itàlia,Italia,IT,Total,Total,_T,-13.69,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2023,04/2023,2023-M04,Itàlia,Italia,IT,No,No,NO,-13.31,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,100649,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,545470,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,444821,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,25.97,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,27.29,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,27.60,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,81650,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,360815,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,279166,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,33.02,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,17.54,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,13.67,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Alemanya,Alemania,DE,Sí,Sí,SI,50530,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Alemanya,Alemania,DE,Total,Total,_T,197351,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Alemanya,Alemania,DE,No,No,NO,146821,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Alemanya,Alemania,DE,Sí,Sí,SI,3.98,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Alemanya,Alemania,DE,Total,Total,_T,14.66,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Alemanya,Alemania,DE,No,No,NO,18.87,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,18999,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,184655,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,165656,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,2.60,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,51.95,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,60.82,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,1658,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,18036,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,16378,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,48.23,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,32.86,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,31.48,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,18378,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,76525,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,58147,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,364.09,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,7.91,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,-13.15,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,França,Francia,FR,Sí,Sí,SI,1502,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,França,Francia,FR,Total,Total,_T,12161,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,França,Francia,FR,No,No,NO,10659,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,França,Francia,FR,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,França,Francia,FR,Total,Total,_T,89.52,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,França,Francia,FR,No,No,NO,77.82,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,Sí,Sí,SI,9449,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,Total,Total,_T,48075,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,No,No,NO,38626,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,Sí,Sí,SI,30.31,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,Total,Total,_T,18.83,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Regne Unit,Reino Unido,GB,No,No,NO,16.32,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,Total,Total,_T,8666,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,No,No,NO,8534,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,Total,Total,_T,147.03,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Itàlia,Italia,IT,No,No,NO,145.57,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,43199,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,291603,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,248404,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,64.23,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,25.06,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,20.08,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,33923,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,181701,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,147778,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,70.28,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,21.42,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,13.92,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,Sí,Sí,SI,29542,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,Total,Total,_T,112012,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,No,No,NO,82469,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,Sí,Sí,SI,95.67,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,Total,Total,_T,36.18,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemanya,Alemania,DE,No,No,NO,22.80,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,9276,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,109901,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,100626,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,45.34,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,31.58,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,30.45,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,5344,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,5148,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,-5.45,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,-3.37,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,2811,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,35901,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,33089,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,22.60,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,-2.88,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,-4.57,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,França,Francia,FR,Sí,Sí,SI,333,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,França,Francia,FR,Total,Total,_T,6001,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,França,Francia,FR,No,No,NO,5667,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,França,Francia,FR,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,França,Francia,FR,Total,Total,_T,5.96,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,França,Francia,FR,No,No,NO,0.08,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,Sí,Sí,SI,847,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,Total,Total,_T,17611,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,No,No,NO,16764,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,Sí,Sí,SI,-61.34,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,Total,Total,_T,8.02,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Regne Unit,Reino Unido,GB,No,No,NO,18.78,,,Valor normal,Valor normal,A,,
