MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,274129,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,242490,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,26.80,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,16.65,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,15.45,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,68186,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,109152,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,40966,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,10.20,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,21.37,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,45.98,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,168947,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,374982,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,206035,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,36.71,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,20.90,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,10.42,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,França,Francia,FR,Sí,Sí,SI,22729,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,França,Francia,FR,Total,Total,_T,72786,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,França,Francia,FR,No,No,NO,50057,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,França,Francia,FR,Sí,Sí,SI,10.64,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,França,Francia,FR,Total,Total,_T,-4.40,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,França,Francia,FR,No,No,NO,-9.96,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,Sí,Sí,SI,279924,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,Total,Total,_T,577022,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,No,No,NO,297098,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,Sí,Sí,SI,-7.03,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,Total,Total,_T,12.63,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,No,No,NO,40.64,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,Sí,Sí,SI,31560,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,Total,Total,_T,89572,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,No,No,NO,58012,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,Sí,Sí,SI,59.75,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,Total,Total,_T,24.80,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,No,No,NO,11.53,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,1176162,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,2721370,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,1545208,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,7.52,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,2.94,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,-0.30,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,1132524,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,2292425,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,1159901,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,8.27,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,2.57,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,-2.45,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,Sí,Sí,SI,355230,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,Total,Total,_T,683755,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,No,No,NO,328524,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,Sí,Sí,SI,5.84,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,Total,Total,_T,-1.37,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,No,No,NO,-8.12,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,43638,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,428945,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,385307,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,-8.99,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,4.95,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,6.80,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,67481,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,130393,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,62913,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,21.78,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,49.02,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,96.05,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,201071,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,440539,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,239468,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,16.92,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,9.14,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,3.36,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,França,Francia,FR,Sí,Sí,SI,33822,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,França,Francia,FR,Total,Total,_T,133673,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,França,Francia,FR,No,No,NO,99851,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,França,Francia,FR,Sí,Sí,SI,-36.30,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,França,Francia,FR,Total,Total,_T,-1.15,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,França,Francia,FR,No,No,NO,21.58,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,Sí,Sí,SI,397050,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,Total,Total,_T,679851,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,No,No,NO,282800,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,Sí,Sí,SI,12.51,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,Total,Total,_T,-1.02,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,No,No,NO,-15.32,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,Sí,Sí,SI,77869,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,Total,Total,_T,224214,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,No,No,NO,146345,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,Sí,Sí,SI,1.20,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,Total,Total,_T,-1.90,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,No,No,NO,-3.47,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,1190408,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,2760724,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,1570316,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,11.64,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,12.76,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,13.62,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,1151798,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,2359490,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,1207692,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,12.09,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,12.30,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,12.50,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,Sí,Sí,SI,402573,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,Total,Total,_T,694927,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,No,No,NO,292354,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,Sí,Sí,SI,24.37,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,Total,Total,_T,7.36,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,No,No,NO,-9.65,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,38610,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,401234,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,362624,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,-0.26,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,15.54,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,17.52,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,58537,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,183679,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,125142,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,-19.26,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,34.63,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,95.75,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,226929,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,533969,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,307040,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,14.68,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,23.54,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,31.03,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,França,Francia,FR,Sí,Sí,SI,46582,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,França,Francia,FR,Total,Total,_T,134549,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,França,Francia,FR,No,No,NO,87967,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,França,Francia,FR,Sí,Sí,SI,51.07,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,França,Francia,FR,Total,Total,_T,48.19,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,França,Francia,FR,No,No,NO,46.71,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Regne Unit,Reino Unido,GB,Sí,Sí,SI,379380,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Regne Unit,Reino Unido,GB,Total,Total,_T,668991,,,Valor normal,Valor normal,A,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Regne Unit,Reino Unido,GB,No,No,NO,289611,,,Valor normal,Valor normal,A,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Regne Unit,Reino Unido,GB,Sí,Sí,SI,5.96,,,Valor normal,Valor normal,A,,
