MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,2017,2017,2017,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,334787,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-12.49,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,832423,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-3.12,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Total,Total,_T,16278015,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Total,Total,_T,6.22,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,10669816,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2.41,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,2788000,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,7.62,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,2485412,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,28.61,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,1845350,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,14.41,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,110227,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-6.94,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2017,2017,2017,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,13490015,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2017,2017,2017,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,5.94,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,2632,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,230.31,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,27622,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,4.95,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Total,Total,_T,190815,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Total,Total,_T,5.49,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,56058,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-2.05,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,111162,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,11.54,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,20963,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-9.61,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,81236,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,14.90,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,2304,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-12.78,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,12/2017,12/2017,2017-M12,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,79653,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2017,12/2017,2017-M12,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,-1.93,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,3030,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-39.01,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,45028,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,16.80,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Total,Total,_T,286187,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Total,Total,_T,16.40,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,103050,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,20.61,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,136722,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,16.53,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,43385,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,13.81,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,88094,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,13.81,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,3599,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,162.26,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,11/2017,11/2017,2017-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,149465,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2017,11/2017,2017-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,16.29,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,27604,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-67.05,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,61350,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-31.04,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Total,Total,_T,1412100,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Total,Total,_T,3.58,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1015904,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,10.66,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,188961,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-12.99,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,179632,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,24.45,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,121804,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,2.15,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,5807,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-35.24,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,10/2017,10/2017,2017-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,1223140,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2017,10/2017,2017-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,6.72,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,60175,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,81.82,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,62530,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-22.11,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Total,Total,_T,2261408,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Total,Total,_T,5.89,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1655949,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2.18,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,234943,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-5.20,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,310340,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,32.63,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,157248,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,2.92,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,15165,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,2.73,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,09/2017,09/2017,2017-M09,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2026464,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2017,09/2017,2017-M09,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,7.35,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,99230,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,69.31,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,75414,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-47.33,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Total,Total,_T,2795571,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Total,Total,_T,2.73,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1848048,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,-3.62,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,391238,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,0.39,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,457055,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,28.57,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,283467,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,28.54,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,32358,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,24.46,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2017,08/2017,2017-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2404333,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2017,08/2017,2017-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,3.12,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,57724,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-8.70,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,115111,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-4.16,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Total,Total,_T,2865652,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Total,Total,_T,3.80,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1929964,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2.36,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,392167,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,7.79,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,485797,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,8.37,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,257149,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,13.49,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,19907,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,16.18,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2473485,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,3.20,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,25394,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-51.69,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,92336,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,5.02,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Total,Total,_T,2398293,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Total,Total,_T,7.88,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1711803,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2.62,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,312072,Valor normal,Valor normal,A,,,,
