MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,5.76,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,23.25,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,4.33,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,Total,Total,_T,243630,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,77106,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,19126,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,147398,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,Total,Total,_T,3.54,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2.83,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,19.95,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2.09,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,Total,Total,_T,19369,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,7169,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,11840,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,Total,Total,_T,127.19,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,283.74,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,96.91,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,33262,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,7753,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,5976,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,19532,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,-5.48,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-23.70,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,46.83,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-6.81,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,370250,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,69953,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,34912,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,265385,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,18.16,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,51.03,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-9.76,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,16.22,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,Total,Total,_T,307569,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,58113,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,26511,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,222945,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,Total,Total,_T,12.83,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,51.30,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-10.93,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,9.06,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,Total,Total,_T,17071,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,3210,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2138,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,11724,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,Total,Total,_T,84.69,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,64.40,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,119.45,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,85.60,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,45610,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,8630,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,6264,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,30716,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,44.76,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,44.89,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-21.23,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,74.53,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,1816424,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,68675,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,89985,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1657764,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,7.58,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,14.56,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,17.54,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,6.82,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Total,Total,_T,1429929,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,62392,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,67492,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1300045,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Total,Total,_T,14.65,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,31.40,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,27.02,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,13.38,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Total,Total,_T,101088,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,1291,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,5705,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,94092,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Total,Total,_T,-6.66,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-58.07,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,18.98,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-6.30,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,285407,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4993,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,16787,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,263628,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,-14.26,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-46.79,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-9.88,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-13.52,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,2495870,Valor provisional,Valor provisional,P,,,,
