MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-0.17,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,42262,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,16.60,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Bèlgica,Bélgica,BE,20543,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Bèlgica,Bélgica,BE,-12.12,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Països Baixos,Países Bajos,NL,63920,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Països Baixos,Países Bajos,NL,16.89,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Suïssa,Suiza,CH,74907,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Suïssa,Suiza,CH,44.34,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,França,Francia,FR,77966,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,França,Francia,FR,21.88,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Regne Unit,Reino Unido,GB,627569,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Regne Unit,Reino Unido,GB,11.58,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Itàlia,Italia,IT,95801,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Itàlia,Italia,IT,-4.95,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Rússia,Rusia,RU,5253,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Rússia,Rusia,RU,33.25,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1775315,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,8.31,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1612832,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Món (exclosa Espanya),Mundo (excluida España),5000_XES,9.76,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Alemanya,Alemania,DE,613574,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alemanya,Alemania,DE,4.32,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,162483,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-4.28,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Països Nòrdics,Países Nórdicos,5100_L1,73454,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Països Nòrdics,Países Nórdicos,5100_L1,-8.13,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,115574,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,42.05,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,20417,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,31.13,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Bèlgica,Bélgica,BE,24685,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Bèlgica,Bélgica,BE,29.90,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Països Baixos,Países Bajos,NL,109959,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Països Baixos,Países Bajos,NL,82.93,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Suïssa,Suiza,CH,49798,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Suïssa,Suiza,CH,24.39,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,França,Francia,FR,86255,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,França,Francia,FR,11.18,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Regne Unit,Reino Unido,GB,451035,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Regne Unit,Reino Unido,GB,-1.43,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,05/2016,05/2016,2016-M05,Itàlia,Italia,IT,62827,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Itàlia,Italia,IT,36.30,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Rússia,Rusia,RU,1860,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Rússia,Rusia,RU,220.86,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,935987,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,6.88,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,770338,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,10.47,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Alemanya,Alemania,DE,304323,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alemanya,Alemania,DE,-6.42,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,165649,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-7.15,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Països Nòrdics,Países Nórdicos,5100_L1,55872,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Països Nòrdics,Países Nórdicos,5100_L1,22.54,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,58805,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,64.52,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,9744,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-22.17,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Bèlgica,Bélgica,BE,12917,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Bèlgica,Bélgica,BE,-21.28,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Països Baixos,Países Bajos,NL,39467,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Països Baixos,Países Bajos,NL,79.27,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Suïssa,Suiza,CH,32162,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Suïssa,Suiza,CH,-13.96,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,França,Francia,FR,48115,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,França,Francia,FR,18.35,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Regne Unit,Reino Unido,GB,180165,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Regne Unit,Reino Unido,GB,31.21,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,04/2016,04/2016,2016-M04,Itàlia,Italia,IT,26907,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Itàlia,Italia,IT,12.36,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,530008,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,27.23,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,391922,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,43.30,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Alemanya,Alemania,DE,210991,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alemanya,Alemania,DE,26.17,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,138086,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-3.49,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Països Nòrdics,Países Nórdicos,5100_L1,15938,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Països Nòrdics,Países Nórdicos,5100_L1,61.07,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,34066,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,94.38,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,4486,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-34.98,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Bèlgica,Bélgica,BE,10956,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Bèlgica,Bélgica,BE,249.10,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Països Baixos,Países Bajos,NL,8567,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Països Baixos,Países Bajos,NL,77.71,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Suïssa,Suiza,CH,14616,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Suïssa,Suiza,CH,13.13,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,França,Francia,FR,6606,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,França,Francia,FR,36.44,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Regne Unit,Reino Unido,GB,83330,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Regne Unit,Reino Unido,GB,104.16,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,03/2016,03/2016,2016-M03,Itàlia,Italia,IT,1659,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Itàlia,Italia,IT,-68.69,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,259032,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,27.14,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,164735,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,35.36,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Alemanya,Alemania,DE,91200,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Alemanya,Alemania,DE,30.03,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,94296,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,14.94,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Països Nòrdics,Países Nórdicos,5100_L1,5828,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Països Nòrdics,Países Nórdicos,5100_L1,57.04,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,18381,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,211.51,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,6404,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,142.49,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Bèlgica,Bélgica,BE,4619,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Bèlgica,Bélgica,BE,27.21,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Països Baixos,Países Bajos,NL,4174,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Països Baixos,Países Bajos,NL,7.24,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,02/2016,02/2016,2016-M02,Suïssa,Suiza,CH,6180,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Suïssa,Suiza,CH,19.42,Valor normal,Valor normal,A,,,,
