MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,3.61,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,14.96,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,140361,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,8604,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,131758,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,36.75,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,76.75,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,34.76,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,355342,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,28932,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,326410,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,12.63,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-27.86,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,18.53,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Total,Total,_T,Francia,França,FR,77966,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,8610,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,69356,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Total,Total,_T,Francia,França,FR,21.88,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,-18.46,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,29.85,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Total,Total,_T,Reino Unido,Regne Unit,GB,627569,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,50275,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,577294,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Total,Total,_T,Reino Unido,Regne Unit,GB,11.58,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,1.67,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,12.53,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Total,Total,_T,Italia,Itàlia,IT,95801,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,13389,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,82412,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Total,Total,_T,Italia,Itàlia,IT,-4.95,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,45.29,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,-10.01,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,1775315,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,207163,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,1568151,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,8.31,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,-24.83,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,15.00,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1612832,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,141488,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1471344,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,9.76,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-33.30,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,17.03,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Alemania,Alemanya,DE,613574,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,56236,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,557338,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Alemania,Alemanya,DE,4.32,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,-48.24,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,16.23,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,162483,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,65675,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,96808,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-4.28,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,3.49,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-8.92,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,73454,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,71779,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,-8.13,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,-4.09,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,325685,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,34088,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,291597,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,48.03,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,39.04,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,49.15,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Francia,França,FR,86255,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,11422,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,74833,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Francia,França,FR,11.18,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,-0.51,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,13.21,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Reino Unido,Regne Unit,GB,451035,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,30284,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,420752,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Reino Unido,Regne Unit,GB,-1.43,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,-44.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,4.30,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Total,Total,_T,Italia,Itàlia,IT,62827,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,7783,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,55045,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Total,Total,_T,Italia,Itàlia,IT,36.30,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,-4.78,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2016,05/2016,2016-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,45.15,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,935987,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,262523,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,673464,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,6.88,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,0.59,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,9.55,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,770338,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,168975,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,601363,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,10.47,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-0.97,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,14.17,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Alemania,Alemanya,DE,304323,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,57770,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,246554,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Alemania,Alemanya,DE,-6.42,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,-29.42,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,1.32,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,165649,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,93548,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,72101,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-7.15,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,3.54,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-18.13,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,55872,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,51294,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,22.54,,,Valor normal,Valor normal,A,,
