MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,13.44,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-6.62,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-13.32,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,22.92,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,Total,Total,_T,10895,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2291,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,641,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,7964,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,Total,Total,_T,-22.45,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-38.17,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,,,,,Valor no disponible,Valor no disponible,O
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-18.76,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,18735675,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,1051332,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,596779,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,17087564,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,4.93,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,6.02,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,0.49,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,5.03,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,15311569,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,451616,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,305737,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,14554216,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,6.15,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,7.05,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-3.33,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,6.34,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Alemania,Alemanya,DE,Total,Total,_T,5029755,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,179215,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,103205,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,4747334,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Alemania,Alemanya,DE,Total,Total,_T,9.15,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,26.49,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,12.40,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,8.52,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,3424105,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,599716,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,291042,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2533347,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,-0.19,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,5.26,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,4.84,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-1.93,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,6706211,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,208362,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,140814,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,6357035,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,9.52,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4.57,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-23.32,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,10.74,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Reino Unido,Regne Unit,GB,Total,Total,_T,3575603,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,64039,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,61718,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,2024,2024,2024,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,3449847,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Reino Unido,Regne Unit,GB,Total,Total,_T,-3.17,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-20.89,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,51.18,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2024,2024,2024,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-3.39,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,296261,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,92029,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,25461,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,178771,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,6.18,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,5.76,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,23.25,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,4.33,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,182446,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,38292,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,12823,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,131331,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,10.18,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,74.49,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,8.78,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-0.40,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,Total,Total,_T,99895,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,18973,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,7735,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,73187,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,Total,Total,_T,31.46,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,100.69,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,75.67,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,17.79,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,113815,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,53737,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,12638,,,,,Valor provisional,Valor provisional,P
Turistas,Turistes,TURISTAS,12/2024,12/2024,2024-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,47440,,,,,Valor provisional,Valor provisional,P
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,0.33,,,,,Valor provisional,Valor provisional,P
