MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Illes Balears,Illes Balears,ES53,No,No,NO,7.64,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,663200,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Total,Total,_T,1429929,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,No,No,NO,766729,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,9.57,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,Total,Total,_T,14.65,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Mallorca,Mallorca,ES532,No,No,NO,19.44,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Sí,Sí,SI,47279,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Total,Total,_T,101088,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,No,No,NO,53810,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Sí,Sí,SI,15.85,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,Total,Total,_T,-6.66,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Menorca,Menorca,ES533,No,No,NO,-20.27,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,58058,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,285407,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,10/2024,10/2024,2024-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,227349,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-15.59,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-14.26,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2024,10/2024,2024-M10,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-13.91,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,958091,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,2495870,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Illes Balears,Illes Balears,ES53,No,No,NO,1537779,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-7.69,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Illes Balears,Illes Balears,ES53,Total,Total,_T,2.40,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Illes Balears,Illes Balears,ES53,No,No,NO,9.88,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Mallorca,Mallorca,ES532,Sí,Sí,SI,728651,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Mallorca,Mallorca,ES532,Total,Total,_T,1708349,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Mallorca,Mallorca,ES532,No,No,NO,979699,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Mallorca,Mallorca,ES532,Sí,Sí,SI,-10.34,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Mallorca,Mallorca,ES532,Total,Total,_T,6.51,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Mallorca,Mallorca,ES532,No,No,NO,23.82,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Menorca,Menorca,ES533,Sí,Sí,SI,107749,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Menorca,Menorca,ES533,Total,Total,_T,240400,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Menorca,Menorca,ES533,No,No,NO,132650,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Menorca,Menorca,ES533,Sí,Sí,SI,1.84,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Menorca,Menorca,ES533,Total,Total,_T,-9.20,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Menorca,Menorca,ES533,No,No,NO,-16.55,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,121691,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,547120,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,09/2024,09/2024,2024-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,425430,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,1.86,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-3.80,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-5.31,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1097326,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,3041570,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Illes Balears,Illes Balears,ES53,No,No,NO,1944244,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-2.83,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,1.20,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Illes Balears,Illes Balears,ES53,No,No,NO,3.62,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Mallorca,Mallorca,ES532,Sí,Sí,SI,852333,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Mallorca,Mallorca,ES532,Total,Total,_T,2001960,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Mallorca,Mallorca,ES532,No,No,NO,1149627,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Mallorca,Mallorca,ES532,Sí,Sí,SI,-0.23,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Mallorca,Mallorca,ES532,Total,Total,_T,0.82,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Mallorca,Mallorca,ES532,No,No,NO,1.61,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Menorca,Menorca,ES533,Sí,Sí,SI,121814,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Menorca,Menorca,ES533,Total,Total,_T,363087,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Menorca,Menorca,ES533,No,No,NO,241273,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Menorca,Menorca,ES533,Sí,Sí,SI,9.51,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Menorca,Menorca,ES533,Total,Total,_T,0.70,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Menorca,Menorca,ES533,No,No,NO,-3.22,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,123179,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,676524,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,08/2024,08/2024,2024-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,553344,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-24.76,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,2.61,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,11.65,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1055761,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,3035356,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,No,No,NO,1979595,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,2.84,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,1.00,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,No,No,NO,0.05,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Sí,Sí,SI,856454,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Total,Total,_T,2029308,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,No,No,NO,1172854,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Sí,Sí,SI,12.14,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Total,Total,_T,5.03,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,No,No,NO,0.38,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Sí,Sí,SI,100715,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Total,Total,_T,340325,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,No,No,NO,239610,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Sí,Sí,SI,-3.95,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Total,Total,_T,-4.25,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,No,No,NO,-4.37,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,98592,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,665723,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,07/2024,07/2024,2024-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,567131,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-37.61,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-7.22,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,1.37,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,884639,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,2637411,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,No,No,NO,1752772,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-0.94,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,6.14,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,No,No,NO,10.12,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Sí,Sí,SI,643977,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Total,Total,_T,1789167,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,No,No,NO,1145190,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Sí,Sí,SI,-1.60,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Total,Total,_T,6.92,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,No,No,NO,12.39,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Sí,Sí,SI,105415,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Total,Total,_T,259115,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,No,No,NO,153700,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Sí,Sí,SI,19.76,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Total,Total,_T,-0.32,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,No,No,NO,-10.60,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,135247,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,589129,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,06/2024,06/2024,2024-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,453882,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-10.20,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,6.83,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,13.23,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,909316,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,2307390,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,No,No,NO,1398075,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,22.53,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,10.10,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,No,No,NO,3.29,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Sí,Sí,SI,662610,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Total,Total,_T,1609122,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,No,No,NO,946511,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Sí,Sí,SI,16.02,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Total,Total,_T,8.18,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,No,No,NO,3.30,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Sí,Sí,SI,111227,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Total,Total,_T,217699,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,No,No,NO,106472,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Sí,Sí,SI,64.55,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Total,Total,_T,36.27,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,No,No,NO,15.52,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,135478,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,480570,,,,,Valor provisional,Valor provisional,P
Turistes,Turistas,TURISTAS,05/2024,05/2024,2024-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,345092,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,31.04,,,,,Valor provisional,Valor provisional,P
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,7.15,,,,,Valor provisional,Valor provisional,P
