MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,6.57,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-5.42,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,828868,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,1929774,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,No,No,NO,1100906,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,8.86,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,0.99,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,No,No,NO,-4.23,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Sí,Sí,SI,595617,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Total,Total,_T,1383758,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,No,No,NO,788140,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Sí,Sí,SI,6.55,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Total,Total,_T,1.61,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,No,No,NO,-1.84,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Sí,Sí,SI,79440,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Total,Total,_T,137599,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,No,No,NO,58160,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Sí,Sí,SI,-10.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Total,Total,_T,-4.61,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,No,No,NO,4.20,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,153811,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,408417,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2018,05/2018,2018-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,254606,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,34.93,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,0.89,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-12.45,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,306401,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,1160346,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,No,No,NO,853946,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-6.38,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,-6.40,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,No,No,NO,-6.41,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,Sí,Sí,SI,282181,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,Total,Total,_T,956048,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,No,No,NO,673867,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,Sí,Sí,SI,-7.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,Total,Total,_T,-7.34,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,No,No,NO,-7.42,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Menorca,Menorca,ES533,Sí,Sí,SI,6848,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Menorca,Menorca,ES533,Total,Total,_T,44585,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Menorca,Menorca,ES533,No,No,NO,37737,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Menorca,Menorca,ES533,Sí,Sí,SI,-21.35,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Menorca,Menorca,ES533,Total,Total,_T,-24.56,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Menorca,Menorca,ES533,No,No,NO,-25.11,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,17372,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,159713,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2018,04/2018,2018-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,142342,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,18.84,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,7.31,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,6.05,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,134912,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Illes Balears,Illes Balears,ES53,Total,Total,_T,564767,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Illes Balears,Illes Balears,ES53,No,No,NO,429855,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-3.70,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Illes Balears,Illes Balears,ES53,Total,Total,_T,20.45,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Illes Balears,Illes Balears,ES53,No,No,NO,30.73,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Mallorca,Mallorca,ES532,Sí,Sí,SI,124059,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Mallorca,Mallorca,ES532,Total,Total,_T,471572,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Mallorca,Mallorca,ES532,No,No,NO,347513,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Mallorca,Mallorca,ES532,Sí,Sí,SI,-2.99,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Mallorca,Mallorca,ES532,Total,Total,_T,21.19,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Mallorca,Mallorca,ES532,No,No,NO,33.03,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Menorca,Menorca,ES533,Sí,Sí,SI,3716,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Menorca,Menorca,ES533,Total,Total,_T,26542,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Menorca,Menorca,ES533,No,No,NO,22826,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Menorca,Menorca,ES533,Sí,Sí,SI,-29.86,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Menorca,Menorca,ES533,Total,Total,_T,2.15,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Menorca,Menorca,ES533,No,No,NO,10.35,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,7137,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,66653,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,03/2018,03/2018,2018-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,59516,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,3.23,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,23.90,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2018,03/2018,2018-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,26.94,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,53335,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Illes Balears,Illes Balears,ES53,Total,Total,_T,259747,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Illes Balears,Illes Balears,ES53,No,No,NO,206412,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,10.50,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Illes Balears,Illes Balears,ES53,Total,Total,_T,3.15,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Illes Balears,Illes Balears,ES53,No,No,NO,1.41,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Mallorca,Mallorca,ES532,Sí,Sí,SI,47841,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Mallorca,Mallorca,ES532,Total,Total,_T,218850,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Mallorca,Mallorca,ES532,No,No,NO,171009,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Mallorca,Mallorca,ES532,Sí,Sí,SI,4.64,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Mallorca,Mallorca,ES532,Total,Total,_T,1.53,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Mallorca,Mallorca,ES532,No,No,NO,0.69,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Menorca,Menorca,ES533,Sí,Sí,SI,1321,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Menorca,Menorca,ES533,Total,Total,_T,11270,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Menorca,Menorca,ES533,No,No,NO,9949,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Menorca,Menorca,ES533,Sí,Sí,SI,-27.49,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Menorca,Menorca,ES533,Total,Total,_T,-14.60,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Menorca,Menorca,ES533,No,No,NO,-12.53,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,4173,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,29628,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2018,02/2018,2018-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,25455,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,,,,,,Valor no disponible,Valor no disponible,O
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,28.47,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2018,02/2018,2018-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,13.96,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,15461,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,215509,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Illes Balears,Illes Balears,ES53,No,No,NO,200049,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,3.26,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,9.62,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Illes Balears,Illes Balears,ES53,No,No,NO,10.15,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Mallorca,Mallorca,ES532,Sí,Sí,SI,14895,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Mallorca,Mallorca,ES532,Total,Total,_T,179089,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Mallorca,Mallorca,ES532,No,No,NO,164193,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Mallorca,Mallorca,ES532,Sí,Sí,SI,10.28,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Mallorca,Mallorca,ES532,Total,Total,_T,14.90,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Mallorca,Mallorca,ES532,No,No,NO,15.34,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Menorca,Menorca,ES533,Sí,Sí,SI,,,,,,Baixa fiabilitat,Baja fiabilidad,U
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Menorca,Menorca,ES533,Total,Total,_T,11535,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Menorca,Menorca,ES533,No,No,NO,11279,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Menorca,Menorca,ES533,Sí,Sí,SI,,,,,,Valor no disponible,Valor no disponible,O
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Menorca,Menorca,ES533,Total,Total,_T,-8.82,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Menorca,Menorca,ES533,No,No,NO,-4.83,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,,,,,,Baixa fiabilitat,Baja fiabilidad,U
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,24886,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2018,01/2018,2018-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,24577,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,,,,,,Valor no disponible,Valor no disponible,O
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-11.37,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2018,01/2018,2018-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-10.34,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,6624062,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Illes Balears,Illes Balears,ES53,Total,Total,_T,16278015,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Illes Balears,Illes Balears,ES53,No,No,NO,9653953,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,6.58,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Illes Balears,Illes Balears,ES53,Total,Total,_T,6.22,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Illes Balears,Illes Balears,ES53,No,No,NO,5.97,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Mallorca,Mallorca,ES532,Sí,Sí,SI,5180942,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Mallorca,Mallorca,ES532,Total,Total,_T,11609382,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Mallorca,Mallorca,ES532,No,No,NO,6428440,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Mallorca,Mallorca,ES532,Sí,Sí,SI,8.92,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Mallorca,Mallorca,ES532,Total,Total,_T,6.15,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Mallorca,Mallorca,ES532,No,No,NO,4.01,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Menorca,Menorca,ES533,Sí,Sí,SI,672282,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Menorca,Menorca,ES533,Total,Total,_T,1512824,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Menorca,Menorca,ES533,No,No,NO,840541,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Menorca,Menorca,ES533,Sí,Sí,SI,18.51,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Menorca,Menorca,ES533,Total,Total,_T,8.47,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Menorca,Menorca,ES533,No,No,NO,1.59,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,770838,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,3155809,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2017,2017,2017,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,2384972,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-13.47,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,5.44,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2017,2017,2017,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,13.46,,,,,Valor normal,Valor normal,A
