MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,03/2018,03/2018,2018-M03,Alemania,Alemanya,DE,30.03,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,03/2018,03/2018,2018-M03,Alemania,Alemanya,DE,4.67,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,03/2018,03/2018,2018-M03,Alemania,Alemanya,DE,41.41,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,1184251,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,65985,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,205304,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,456409,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,138331,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,194790,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,58846,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,64586,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,5.45,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,49.53,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,-7.30,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,3.05,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,5.16,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,7.78,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,35.96,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,03/2018,03/2018,2018-M03,Reino Unido,Regne Unit,GB,9.45,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,4218047,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,156311,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,579798,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1192866,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1015793,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,449519,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,485810,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,337950,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,2.40,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-3.97,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-0.81,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,0.75,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,2.69,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,4.69,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,7.74,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,6.16,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,2818309,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,55607,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,377159,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,555127,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,832283,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,293621,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,423514,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,280998,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,5.11,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,29.05,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-2.63,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-3.42,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,6.94,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,14.68,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,8.13,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,12.32,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,536034,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,80225,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,48495,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,246440,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,85703,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,29581,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,25924,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,19666,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,3.44,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,-14.65,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,7.14,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,16.51,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,-10.23,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,7.97,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,-1.89,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Alemania,Alemanya,DE,8.48,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,863704,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,20479,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,154144,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,391299,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,97807,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,126317,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,36372,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,37286,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,-6.07,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,-20.27,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,1.45,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,-1.60,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,-15.29,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,-13.45,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,10.78,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2018,02/2018,2018-M02,Reino Unido,Regne Unit,GB,-25.47,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,4106601,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,119437,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,538026,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1183486,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,864798,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,450874,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,536137,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,413843,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,5.14,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,11.46,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,3.07,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-0.83,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,2.20,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,11.90,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,9.44,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,01/2018,01/2018,2018-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,20.26,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,2805012,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,40877,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,345938,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,579071,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,749804,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,281622,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,470850,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,336850,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,6.83,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-12.29,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,0.90,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,3.68,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,5.65,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,12.86,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,6.40,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,01/2018,01/2018,2018-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,22.12,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,01/2018,01/2018,2018-M01,Alemania,Alemanya,DE,502305,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,01/2018,01/2018,2018-M01,Alemania,Alemanya,DE,58389,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,01/2018,01/2018,2018-M01,Alemania,Alemanya,DE,66475,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,01/2018,01/2018,2018-M01,Alemania,Alemanya,DE,245857,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,01/2018,01/2018,2018-M01,Alemania,Alemanya,DE,40609,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2018,01/2018,2018-M01,Alemania,Alemanya,DE,32853,Valor normal,Valor normal,A,,,,
