MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Alemanya,Alemania,DE,70582,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Alemanya,Alemania,DE,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Alemanya,Alemania,DE,1053,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Alemanya,Alemania,DE,5.66,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Alemanya,Alemania,DE,5.30,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Alemanya,Alemania,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Alemanya,Alemania,DE,0.31,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,129024,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,100039,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,10335,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,18650,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,5.13,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,6.49,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,4.60,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-1.35,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,10380,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,9598,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,93.45,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,105.52,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,35240,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,32819,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,1576,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,24.88,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,21.18,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,França,Francia,FR,5074,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,França,Francia,FR,3725,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,França,Francia,FR,421,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,França,Francia,FR,928,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,França,Francia,FR,-42.76,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,França,Francia,FR,-42.89,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,França,Francia,FR,-40.34,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,França,Francia,FR,-43.28,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,8763,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,6230,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,1802,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-27.28,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-17.19,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-59.10,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,10895,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,8663,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,1001,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,1231,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,-22.45,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,-29.02,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Regne Unit,Reino Unido,GB,-29.94,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,5007,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,4006,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,115.25,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,108.42,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,01/2025,01/2025,2025-M01,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,18735675,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,13389923,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1678432,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,3667319,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,4.93,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,7.31,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1.12,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-1.35,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,15311569,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,11536639,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1051481,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,2723449,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,6.15,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,7.87,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,7.44,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-1.01,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Alemanya,Alemania,DE,5029755,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2024,2024,2024,Alemanya,Alemania,DE,4664363,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2024,2024,2024,Alemanya,Alemania,DE,69534,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Alemanya,Alemania,DE,295858,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Alemanya,Alemania,DE,9.15,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2024,2024,2024,Alemanya,Alemania,DE,10.17,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2024,2024,2024,Alemanya,Alemania,DE,10.12,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Alemanya,Alemania,DE,-4.96,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,3424105,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,1853284,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,626951,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,943871,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-0.19,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,3.94,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-7.96,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-2.32,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,651099,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,622032,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,5374,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,23694,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,12.24,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,11.63,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,12.06,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,3071348,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,2416591,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,123033,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,531723,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,13.53,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,15.32,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,17.82,Valor provisional,Valor provisional,P,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,5.20,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,França,Francia,FR,1122661,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,2024,2024,2024,França,Francia,FR,668181,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,2024,2024,2024,França,Francia,FR,232413,Valor provisional,Valor provisional,P,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,2024,2024,2024,França,Francia,FR,222067,Valor provisional,Valor provisional,P,,,,
