MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,França,Francia,FR,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,França,Francia,FR,18.44,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,França,Francia,FR,6.92,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,França,Francia,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,França,Francia,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,16019,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,12776,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,3208,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-24.24,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-31.93,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,35.12,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,44127,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,38639,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,2210,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,3278,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,-47.05,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,-47.01,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,5.72,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Regne Unit,Reino Unido,GB,-60.62,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,5116,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,2462,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,2621,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,208.45,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,251811,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,215553,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,13196,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,23062,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-2.79,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-2.20,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-10.28,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-3.58,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,162771,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,152578,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1557,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,8637,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-1.19,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-1.54,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,25.77,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1.16,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,93995,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,93021,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,3.06,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,3.94,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Alemanya,Alemania,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,89040,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,62975,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,11639,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,14425,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-5.57,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-3.77,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-13.59,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-6.22,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,7700,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,7687,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,32.11,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,41.77,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,25444,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,23189,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-16.50,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-19.42,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,França,Francia,FR,3662,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,França,Francia,FR,3411,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,França,Francia,FR,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,França,Francia,FR,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,França,Francia,FR,-29.68,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,França,Francia,FR,-28.51,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,França,Francia,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,França,Francia,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,5043,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,3041,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,1833,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-47.08,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,-62.92,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Regne Unit,Reino Unido,GB,25686,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Regne Unit,Reino Unido,GB,21841,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Regne Unit,Reino Unido,GB,1066,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,02/2017,02/2017,2017-M02,Regne Unit,Reino Unido,GB,2779,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2017,02/2017,2017-M02,Regne Unit,Reino Unido,GB,25.44,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,02/2017,02/2017,2017-M02,Regne Unit,Reino Unido,GB,28.28,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,02/2017,02/2017,2017-M02,Regne Unit,Reino Unido,GB,20.08,Valor normal,Valor normal,A,,,,
