Provincias;Ramas de actividad;Periodo;Total
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;6.260.662
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;5.802.670
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;5.438.063
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;5.217.573
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;4.795.661
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;4.356.366
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (P);41.757.362
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021;38.470.028
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;34.503.374
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;37.807.882
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;36.463.569
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;35.422.930
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;33.899.084
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;32.372.261
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;31.138.747
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;30.216.225
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;30.426.162
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;31.797.645
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;32.903.479
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;33.342.900
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;35.444.187
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;34.635.078
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;32.872.874
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;30.492.659
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;28.045.036
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;25.787.855
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;23.955.469
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;22.403.579
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;20.336.962
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2022 (P);381.836
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2021;559.087
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2020;642.652
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2019;588.898
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2018;605.815
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2017;653.790
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2016;694.394
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2015;687.833
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2014;648.991
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2013;543.631
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2012;497.177
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2011;493.079
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2010;555.159
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2009;499.173
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2008;577.313
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2007;580.412
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2006;538.639
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2005;581.603
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2004;548.211
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2003;624.696
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2002;590.453
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2001;614.247
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2000;509.640
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2022 (P);4.476.383
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021;4.528.639
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;3.118.150
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;3.200.834
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;3.077.666
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2017;3.223.154
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2016;2.943.429
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2015;3.041.994
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2014;3.005.509
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2013;3.025.035
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012;3.065.419
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011;3.317.257
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010;3.371.892
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009;3.363.556
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008;3.802.975
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2007;3.687.010
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2006;3.541.294
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2005;3.511.202
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2004;3.452.352
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2003;3.539.576
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2002;3.472.856
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2001;3.550.703
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2000;3.468.754
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2022 (P);3.820.718
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2021;3.894.643
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2020;2.582.579
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2019;2.683.296
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2018;2.537.893
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2017;2.529.518
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2016;2.232.090
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2015;2.315.900
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2014;2.274.962
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2013;2.286.929
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2012;2.294.266
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2011;2.570.425
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2010;2.616.792
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2009;2.744.215
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2008;3.151.194
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2007;3.233.075
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2006;3.109.071
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2005;3.103.002
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2004;3.066.333
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2003;3.162.395
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2002;3.118.239
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2001;3.183.786
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2000;3.128.074
03 Alicante/Alacant;F. Construcción;2022 (P);3.051.665
03 Alicante/Alacant;F. Construcción;2021;2.624.894
03 Alicante/Alacant;F. Construcción;2020;2.506.599
03 Alicante/Alacant;F. Construcción;2019;2.956.461
03 Alicante/Alacant;F. Construcción;2018;2.754.422
03 Alicante/Alacant;F. Construcción;2017;2.640.725
03 Alicante/Alacant;F. Construcción;2016;2.508.254
03 Alicante/Alacant;F. Construcción;2015;2.389.189
03 Alicante/Alacant;F. Construcción;2014;2.221.595
03 Alicante/Alacant;F. Construcción;2013;2.060.671
03 Alicante/Alacant;F. Construcción;2012;2.333.120
03 Alicante/Alacant;F. Construcción;2011;2.643.435
03 Alicante/Alacant;F. Construcción;2010;3.281.769
03 Alicante/Alacant;F. Construcción;2009;4.042.931
03 Alicante/Alacant;F. Construcción;2008;4.530.237
03 Alicante/Alacant;F. Construcción;2007;4.650.766
03 Alicante/Alacant;F. Construcción;2006;4.286.152
03 Alicante/Alacant;F. Construcción;2005;4.049.867
03 Alicante/Alacant;F. Construcción;2004;3.744.732
03 Alicante/Alacant;F. Construcción;2003;3.352.169
03 Alicante/Alacant;F. Construcción;2002;2.789.499
03 Alicante/Alacant;F. Construcción;2001;2.386.142
03 Alicante/Alacant;F. Construcción;2000;2.134.105
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2022 (P);11.424.555
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021;10.053.699
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;8.556.942
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;10.434.305
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;10.095.434
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2017;9.757.578
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2016;9.211.957
