CPRO,PROVINCIA,code_mun,municipality,total,male,female,year
07,"Balears, Illes",064,"Castell, Es",7572,3818,3754,2020
07,"Balears, Illes",015,Ciutadella de Menorca,30588,15242,15346,2020
07,"Balears, Illes",016,Consell,4125,2067,2058,2020
07,"Balears, Illes",017,Costitx,1329,659,670,2020
07,"Balears, Illes",018,Deià,630,309,321,2020
07,"Balears, Illes",026,Eivissa,51128,25766,25362,2020
07,"Balears, Illes",019,Escorca,208,128,80,2020
07,"Balears, Illes",020,Esporles,5113,2526,2587,2020
07,"Balears, Illes",021,Estellencs,327,175,152,2020
07,"Balears, Illes",022,Felanitx,18202,9191,9011,2020
07,"Balears, Illes",023,Ferreries,4908,2460,2448,2020
07,"Balears, Illes",024,Formentera,11904,6228,5676,2020
07,"Balears, Illes",025,Fornalutx,679,343,336,2020
07,"Balears, Illes",027,Inca,33679,16913,16766,2020
07,"Balears, Illes",028,Lloret de Vistalegre,1437,734,703,2020
07,"Balears, Illes",029,Lloseta,6122,3076,3046,2020
07,"Balears, Illes",030,Llubí,2298,1143,1155,2020
07,"Balears, Illes",031,Llucmajor,37752,19173,18579,2020
07,"Balears, Illes",033,Manacor,44527,22314,22213,2020
07,"Balears, Illes",034,Mancor de la Vall,1528,772,756,2020
07,"Balears, Illes",032,Maó-Mahón,29592,14436,15156,2020
07,"Balears, Illes",035,Maria de la Salut,2245,1162,1083,2020
07,"Balears, Illes",036,Marratxí,37724,18993,18731,2020
07,"Balears, Illes",037,"Mercadal, Es",5316,2707,2609,2020
07,"Balears, Illes",902,"Migjorn Gran, Es",1463,726,737,2020
07,"Balears, Illes",038,Montuïri,2987,1508,1479,2020
07,"Balears, Illes",039,Muro,7394,3763,3631,2020
07,"Balears, Illes",040,Palma,422587,206654,215933,2020
07,"Balears, Illes",041,Petra,2942,1459,1483,2020
07,"Balears, Illes",044,"Pobla, Sa",13764,6970,6794,2020
07,"Balears, Illes",042,Pollença,16658,8283,8375,2020
07,"Balears, Illes",043,Porreres,5576,2852,2724,2020
07,"Balears, Illes",045,Puigpunyent,2044,1008,1036,2020
07,"Balears, Illes",059,"Salines, Ses",5096,2594,2502,2020
07,"Balears, Illes",046,Sant Antoni de Portmany,27033,14205,12828,2020
07,"Balears, Illes",049,Sant Joan,2145,1059,1086,2020
07,"Balears, Illes",050,Sant Joan de Labritja,6576,3374,3202,2020
07,"Balears, Illes",048,Sant Josep de sa Talaia,27732,14338,13394,2020
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8742,4342,4400,2020
07,"Balears, Illes",052,Sant Lluís,6735,3424,3311,2020
07,"Balears, Illes",053,Santa Eugènia,1641,814,827,2020
07,"Balears, Illes",054,Santa Eulària des Riu,39358,19894,19464,2020
07,"Balears, Illes",055,Santa Margalida,12797,6595,6202,2020
07,"Balears, Illes",056,Santa María del Camí,7486,3742,3744,2020
07,"Balears, Illes",057,Santanyí,12373,6236,6137,2020
07,"Balears, Illes",058,Selva,4080,1994,2086,2020
07,"Balears, Illes",047,Sencelles,3370,1692,1678,2020
07,"Balears, Illes",060,Sineu,4030,2002,2028,2020
07,"Balears, Illes",061,Sóller,13634,6803,6831,2020
07,"Balears, Illes",062,Son Servera,11817,5879,5938,2020
07,"Balears, Illes",063,Valldemossa,2009,1016,993,2020
07,"Balears, Illes",065,Vilafranca de Bonany,3466,1771,1695,2020
07,"Balears, Illes",002,Alaior,9477,4776,4701,2021
07,"Balears, Illes",001,Alaró,5741,2777,2964,2021
07,"Balears, Illes",003,Alcúdia,20651,10443,10208,2021
07,"Balears, Illes",004,Algaida,5963,3026,2937,2021
07,"Balears, Illes",005,Andratx,11571,5830,5741,2021
07,"Balears, Illes",901,Ariany,897,458,439,2021
07,"Balears, Illes",006,Artà,7984,3992,3992,2021
07,"Balears, Illes",007,Banyalbufar,542,286,256,2021
07,"Balears, Illes",008,Binissalem,8895,4472,4423,2021
07,"Balears, Illes",009,Búger,1084,578,506,2021
07,"Balears, Illes",010,Bunyola,7037,3456,3581,2021
07,"Balears, Illes",011,Calvià,51567,25858,25709,2021
07,"Balears, Illes",012,Campanet,2684,1352,1332,2021
07,"Balears, Illes",013,Campos,11425,5698,5727,2021
07,"Balears, Illes",014,Capdepera,12003,6078,5925,2021
07,"Balears, Illes",064,"Castell, Es",7530,3824,3706,2021
07,"Balears, Illes",015,Ciutadella de Menorca,30638,15286,15352,2021
07,"Balears, Illes",016,Consell,4243,2111,2132,2021
07,"Balears, Illes",017,Costitx,1379,681,698,2021
07,"Balears, Illes",018,Deià,674,327,347,2021
07,"Balears, Illes",026,Eivissa,50643,25538,25105,2021
07,"Balears, Illes",019,Escorca,181,110,71,2021
07,"Balears, Illes",020,Esporles,5134,2544,2590,2021
07,"Balears, Illes",021,Estellencs,326,173,153,2021
07,"Balears, Illes",022,Felanitx,18164,9163,9001,2021
07,"Balears, Illes",023,Ferreries,4892,2455,2437,2021
07,"Balears, Illes",024,Formentera,11708,6121,5587,2021
07,"Balears, Illes",025,Fornalutx,682,340,342,2021
07,"Balears, Illes",027,Inca,33726,16940,16786,2021
07,"Balears, Illes",028,Lloret de Vistalegre,1465,746,719,2021
07,"Balears, Illes",029,Lloseta,6250,3131,3119,2021
07,"Balears, Illes",030,Llubí,2385,1191,1194,2021
07,"Balears, Illes",031,Llucmajor,38224,19355,18869,2021
07,"Balears, Illes",033,Manacor,44809,22419,22390,2021
07,"Balears, Illes",034,Mancor de la Vall,1569,792,777,2021
07,"Balears, Illes",032,Maó-Mahón,29578,14399,15179,2021
07,"Balears, Illes",035,Maria de la Salut,2242,1157,1085,2021
07,"Balears, Illes",036,Marratxí,38357,19253,19104,2021
07,"Balears, Illes",037,"Mercadal, Es",5444,2768,2676,2021
07,"Balears, Illes",902,"Migjorn Gran, Es",1500,748,752,2021
07,"Balears, Illes",038,Montuïri,3087,1551,1536,2021
07,"Balears, Illes",039,Muro,7515,3827,3688,2021
07,"Balears, Illes",040,Palma,419366,205249,214117,2021
07,"Balears, Illes",041,Petra,3028,1498,1530,2021
07,"Balears, Illes",044,"Pobla, Sa",13873,6998,6875,2021
07,"Balears, Illes",042,Pollença,16969,8474,8495,2021
07,"Balears, Illes",043,Porreres,5624,2853,2771,2021
07,"Balears, Illes",045,Puigpunyent,2057,1020,1037,2021
07,"Balears, Illes",059,"Salines, Ses",5010,2532,2478,2021
07,"Balears, Illes",046,Sant Antoni de Portmany,27205,14274,12931,2021
07,"Balears, Illes",049,Sant Joan,2185,1076,1109,2021
07,"Balears, Illes",050,Sant Joan de Labritja,6635,3358,3277,2021
07,"Balears, Illes",048,Sant Josep de sa Talaia,28299,14602,13697,2021
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8920,4477,4443,2021
07,"Balears, Illes",052,Sant Lluís,6877,3503,3374,2021
07,"Balears, Illes",053,Santa Eugènia,1724,860,864,2021
07,"Balears, Illes",054,Santa Eulària des Riu,40038,20177,19861,2021
07,"Balears, Illes",055,Santa Margalida,12767,6575,6192,2021
07,"Balears, Illes",056,Santa María del Camí,7507,3754,3753,2021
07,"Balears, Illes",057,Santanyí,12342,6201,6141,2021
07,"Balears, Illes",058,Selva,4126,2036,2090,2021
07,"Balears, Illes",047,Sencelles,3542,1791,1751,2021
07,"Balears, Illes",060,Sineu,4122,2050,2072,2021
07,"Balears, Illes",061,Sóller,13491,6720,6771,2021
07,"Balears, Illes",062,Son Servera,11835,5886,5949,2021
07,"Balears, Illes",063,Valldemossa,2042,1040,1002,2021
07,"Balears, Illes",065,Vilafranca de Bonany,3558,1819,1739,2021
07,"Balears, Illes",002,Alaior,9606,4814,4792,2022
07,"Balears, Illes",001,Alaró,5811,2825,2986,2022
07,"Balears, Illes",003,Alcúdia,20717,10491,10226,2022
07,"Balears, Illes",004,Algaida,6075,3073,3002,2022
07,"Balears, Illes",005,Andratx,11735,5916,5819,2022
07,"Balears, Illes",901,Ariany,912,477,435,2022
07,"Balears, Illes",006,Artà,8062,4023,4039,2022
07,"Balears, Illes",007,Banyalbufar,566,304,262,2022
07,"Balears, Illes",008,Binissalem,9027,4498,4529,2022
07,"Balears, Illes",009,Búger,1111,588,523,2022
07,"Balears, Illes",010,Bunyola,7121,3499,3622,2022
07,"Balears, Illes",011,Calvià,52458,26175,26283,2022
07,"Balears, Illes",012,Campanet,2719,1358,1361,2022
07,"Balears, Illes",013,Campos,11618,5815,5803,2022
07,"Balears, Illes",014,Capdepera,12081,6093,5988,2022
07,"Balears, Illes",064,"Castell, Es",7525,3817,3708,2022
07,"Balears, Illes",015,Ciutadella de Menorca,30811,15336,15475,2022
07,"Balears, Illes",016,Consell,4230,2096,2134,2022
07,"Balears, Illes",017,Costitx,1446,714,732,2022
07,"Balears, Illes",018,Deià,674,328,346,2022
07,"Balears, Illes",026,Eivissa,50715,25550,25165,2022
07,"Balears, Illes",019,Escorca,187,112,75,2022
07,"Balears, Illes",020,Esporles,5182,2546,2636,2022
07,"Balears, Illes",021,Estellencs,336,175,161,2022
07,"Balears, Illes",022,Felanitx,18357,9219,9138,2022
07,"Balears, Illes",023,Ferreries,4944,2479,2465,2022
07,"Balears, Illes",024,Formentera,11418,5938,5480,2022
07,"Balears, Illes",025,Fornalutx,710,354,356,2022
07,"Balears, Illes",027,Inca,34093,17155,16938,2022
07,"Balears, Illes",028,Lloret de Vistalegre,1514,762,752,2022
07,"Balears, Illes",029,Lloseta,6312,3155,3157,2022
07,"Balears, Illes",030,Llubí,2392,1191,1201,2022
07,"Balears, Illes",031,Llucmajor,38722,19595,19127,2022
07,"Balears, Illes",033,Manacor,45352,22720,22632,2022
07,"Balears, Illes",034,Mancor de la Vall,1596,817,779,2022
07,"Balears, Illes",032,Maó,29445,14287,15158,2022
07,"Balears, Illes",035,Maria de la Salut,2273,1174,1099,2022
07,"Balears, Illes",036,Marratxí,38902,19542,19360,2022
07,"Balears, Illes",037,"Mercadal, Es",5676,2878,2798,2022
07,"Balears, Illes",902,"Migjorn Gran, Es",1507,750,757,2022
07,"Balears, Illes",038,Montuïri,3119,1576,1543,2022
07,"Balears, Illes",039,Muro,7667,3882,3785,2022
07,"Balears, Illes",040,Palma,415940,203175,212765,2022
07,"Balears, Illes",041,Petra,3067,1509,1558,2022
07,"Balears, Illes",044,"Pobla, Sa",14005,7079,6926,2022
07,"Balears, Illes",042,Pollença,17126,8534,8592,2022
07,"Balears, Illes",043,Porreres,5645,2856,2789,2022
07,"Balears, Illes",045,Puigpunyent,2075,1026,1049,2022
07,"Balears, Illes",059,"Salines, Ses",5039,2519,2520,2022
07,"Balears, Illes",046,Sant Antoni de Portmany,27431,14334,13097,2022
07,"Balears, Illes",049,Sant Joan,2179,1079,1100,2022
07,"Balears, Illes",050,Sant Joan de Labritja,6703,3401,3302,2022
07,"Balears, Illes",048,Sant Josep de sa Talaia,28813,14785,14028,2022
07,"Balears, Illes",051,Sant Llorenç des Cardassar,9035,4537,4498,2022
07,"Balears, Illes",052,Sant Lluís,6953,3509,3444,2022
07,"Balears, Illes",053,Santa Eugènia,1771,888,883,2022
07,"Balears, Illes",054,Santa Eulària des Riu,40548,20454,20094,2022
07,"Balears, Illes",055,Santa Margalida,12776,6555,6221,2022
07,"Balears, Illes",056,Santa María del Camí,7483,3734,3749,2022
07,"Balears, Illes",057,Santanyí,12321,6199,6122,2022
07,"Balears, Illes",058,Selva,4243,2090,2153,2022
07,"Balears, Illes",047,Sencelles,3659,1851,1808,2022
07,"Balears, Illes",060,Sineu,4232,2109,2123,2022
07,"Balears, Illes",061,Sóller,13454,6659,6795,2022
07,"Balears, Illes",062,Son Servera,11752,5837,5915,2022
07,"Balears, Illes",063,Valldemossa,2085,1049,1036,2022
07,"Balears, Illes",065,Vilafranca de Bonany,3600,1831,1769,2022
07,"Balears, Illes",002,Alaior,9748,4896,4852,2023
07,"Balears, Illes",001,Alaró,5909,2875,3034,2023
07,"Balears, Illes",003,Alcúdia,21322,10793,10529,2023
07,"Balears, Illes",004,Algaida,6170,3122,3048,2023
07,"Balears, Illes",005,Andratx,11833,5936,5897,2023
07,"Balears, Illes",901,Ariany,963,502,461,2023
07,"Balears, Illes",006,Artà,8208,4109,4099,2023
07,"Balears, Illes",007,Banyalbufar,577,309,268,2023
07,"Balears, Illes",008,Binissalem,9172,4537,4635,2023
07,"Balears, Illes",009,Búger,1148,605,543,2023
07,"Balears, Illes",010,Bunyola,7286,3549,3737,2023
07,"Balears, Illes",011,Calvià,53162,26514,26648,2023
07,"Balears, Illes",012,Campanet,2790,1387,1403,2023
07,"Balears, Illes",013,Campos,11763,5888,5875,2023
07,"Balears, Illes",014,Capdepera,12340,6251,6089,2023
07,"Balears, Illes",064,"Castell, Es",7670,3855,3815,2023
07,"Balears, Illes",015,Ciutadella de Menorca,31443,15689,15754,2023
07,"Balears, Illes",016,Consell,4304,2126,2178,2023
07,"Balears, Illes",017,Costitx,1490,733,757,2023
07,"Balears, Illes",018,Deià,675,328,347,2023
07,"Balears, Illes",026,Eivissa,51996,26114,25882,2023
07,"Balears, Illes",019,Escorca,194,118,76,2023
07,"Balears, Illes",020,Esporles,5236,2562,2674,2023
07,"Balears, Illes",021,Estellencs,359,192,167,2023
07,"Balears, Illes",022,Felanitx,18592,9306,9286,2023
07,"Balears, Illes",023,Ferreries,5051,2517,2534,2023
07,"Balears, Illes",024,Formentera,11171,5746,5425,2023
07,"Balears, Illes",025,Fornalutx,717,351,366,2023
07,"Balears, Illes",027,Inca,34577,17389,17188,2023
07,"Balears, Illes",028,Lloret de Vistalegre,1589,801,788,2023
07,"Balears, Illes",029,Lloseta,6378,3181,3197,2023
07,"Balears, Illes",030,Llubí,2438,1211,1227,2023
07,"Balears, Illes",031,Llucmajor,39040,19628,19412,2023
07,"Balears, Illes",033,Manacor,46395,23219,23176,2023
07,"Balears, Illes",034,Mancor de la Vall,1639,824,815,2023
07,"Balears, Illes",032,Maó,29902,14564,15338,2023
07,"Balears, Illes",035,Maria de la Salut,2336,1204,1132,2023
07,"Balears, Illes",036,Marratxí,39440,19798,19642,2023
07,"Balears, Illes",037,"Mercadal, Es",5939,3033,2906,2023
07,"Balears, Illes",902,"Migjorn Gran, Es",1563,779,784,2023
07,"Balears, Illes",038,Montuïri,3144,1586,1558,2023
07,"Balears, Illes",039,Muro,7825,3952,3873,2023
07,"Balears, Illes",040,Palma,423350,206618,216732,2023
07,"Balears, Illes",041,Petra,3118,1530,1588,2023
07,"Balears, Illes",044,"Pobla, Sa",14164,7131,7033,2023
07,"Balears, Illes",042,Pollença,17279,8588,8691,2023
07,"Balears, Illes",043,Porreres,5741,2913,2828,2023
07,"Balears, Illes",045,Puigpunyent,2055,1021,1034,2023
07,"Balears, Illes",059,"Salines, Ses",5044,2496,2548,2023
07,"Balears, Illes",046,Sant Antoni de Portmany,28237,14725,13512,2023
07,"Balears, Illes",049,Sant Joan,2195,1079,1116,2023
07,"Balears, Illes",050,Sant Joan de Labritja,6838,3465,3373,2023
07,"Balears, Illes",048,Sant Josep de sa Talaia,29506,15147,14359,2023
07,"Balears, Illes",051,Sant Llorenç des Cardassar,9227,4608,4619,2023
07,"Balears, Illes",052,Sant Lluís,7019,3551,3468,2023
07,"Balears, Illes",053,Santa Eugènia,1843,920,923,2023
07,"Balears, Illes",054,Santa Eulària des Riu,41228,20837,20391,2023
07,"Balears, Illes",055,Santa Margalida,13160,6782,6378,2023
07,"Balears, Illes",056,Santa María del Camí,7552,3767,3785,2023
07,"Balears, Illes",057,Santanyí,12480,6261,6219,2023
07,"Balears, Illes",058,Selva,4289,2108,2181,2023
07,"Balears, Illes",047,Sencelles,3795,1918,1877,2023
07,"Balears, Illes",060,Sineu,4369,2157,2212,2023
07,"Balears, Illes",061,Sóller,13610,6720,6890,2023
07,"Balears, Illes",062,Son Servera,11932,5896,6036,2023
07,"Balears, Illes",063,Valldemossa,2037,1031,1006,2023
07,"Balears, Illes",065,Vilafranca de Bonany,3699,1868,1831,2023
07,"Balears, Illes",001,Alaró,6037,2915,3122,2024
07,"Balears, Illes",002,Alaior,10042,5047,4995,2024
07,"Balears, Illes",003,Alcúdia,21683,11142,10541,2024
07,"Balears, Illes",004,Algaida,6311,3212,3099,2024
07,"Balears, Illes",005,Andratx,12062,6051,6011,2024
07,"Balears, Illes",006,Artà,8387,4245,4142,2024
07,"Balears, Illes",007,Banyalbufar,577,313,264,2024
07,"Balears, Illes",008,Binissalem,9281,4618,4663,2024
07,"Balears, Illes",009,Búger,1199,632,567,2024
07,"Balears, Illes",010,Bunyola,7490,3663,3827,2024
07,"Balears, Illes",011,Calvià,53491,26716,26775,2024
07,"Balears, Illes",012,Campanet,2824,1396,1428,2024
07,"Balears, Illes",013,Campos,12163,6095,6068,2024
07,"Balears, Illes",014,Capdepera,12860,6520,6340,2024
07,"Balears, Illes",015,Ciutadella de Menorca,31941,15920,16021,2024
07,"Balears, Illes",016,Consell,4399,2192,2207,2024
07,"Balears, Illes",017,Costitx,1516,749,767,2024
07,"Balears, Illes",018,Deià,717,352,365,2024
07,"Balears, Illes",019,Escorca,203,127,76,2024
07,"Balears, Illes",020,Esporles,5252,2572,2680,2024
07,"Balears, Illes",021,Estellencs,374,199,175,2024
07,"Balears, Illes",022,Felanitx,18850,9481,9369,2024
07,"Balears, Illes",023,Ferreries,5114,2536,2578,2024
07,"Balears, Illes",024,Formentera,11389,5831,5558,2024
07,"Balears, Illes",025,Fornalutx,715,348,367,2024
07,"Balears, Illes",026,Eivissa,53717,26990,26727,2024
07,"Balears, Illes",027,Inca,35654,17963,17691,2024
07,"Balears, Illes",028,Lloret de Vistalegre,1619,815,804,2024
07,"Balears, Illes",029,Lloseta,6456,3280,3176,2024
07,"Balears, Illes",030,Llubí,2505,1256,1249,2024
07,"Balears, Illes",031,Llucmajor,39912,20159,19753,2024
07,"Balears, Illes",032,Maó,30419,14843,15576,2024
07,"Balears, Illes",033,Manacor,47777,24062,23715,2024
07,"Balears, Illes",034,Mancor de la Vall,1702,855,847,2024
07,"Balears, Illes",035,Maria de la Salut,2397,1234,1163,2024
07,"Balears, Illes",036,Marratxí,40079,20103,19976,2024
07,"Balears, Illes",037,"Mercadal, Es",6215,3165,3050,2024
07,"Balears, Illes",038,Montuïri,3216,1622,1594,2024
07,"Balears, Illes",039,Muro,8115,4099,4016,2024
07,"Balears, Illes",040,Palma,431521,211093,220428,2024
07,"Balears, Illes",041,Petra,3184,1569,1615,2024
07,"Balears, Illes",042,Pollença,17594,8760,8834,2024
07,"Balears, Illes",043,Porreres,5888,3001,2887,2024
07,"Balears, Illes",044,"Pobla, Sa",14630,7370,7260,2024
07,"Balears, Illes",045,Puigpunyent,2035,1012,1023,2024
07,"Balears, Illes",046,Sant Antoni de Portmany,28609,14933,13676,2024
07,"Balears, Illes",047,Sencelles,3900,2000,1900,2024
07,"Balears, Illes",048,Sant Josep de sa Talaia,29664,15252,14412,2024
07,"Balears, Illes",049,Sant Joan,2228,1112,1116,2024
07,"Balears, Illes",050,Sant Joan de Labritja,6948,3499,3449,2024
07,"Balears, Illes",051,Sant Llorenç des Cardassar,9331,4693,4638,2024
07,"Balears, Illes",052,Sant Lluís,7130,3604,3526,2024
07,"Balears, Illes",053,Santa Eugènia,1899,952,947,2024
07,"Balears, Illes",054,Santa Eulària des Riu,41706,21182,20524,2024
07,"Balears, Illes",055,Santa Margalida,13757,7123,6634,2024
07,"Balears, Illes",056,Santa María del Camí,7623,3810,3813,2024
07,"Balears, Illes",057,Santanyí,12887,6463,6424,2024
07,"Balears, Illes",058,Selva,4294,2100,2194,2024
07,"Balears, Illes",059,"Salines, Ses",5129,2539,2590,2024
07,"Balears, Illes",060,Sineu,4469,2220,2249,2024
07,"Balears, Illes",061,Sóller,13744,6787,6957,2024
07,"Balears, Illes",062,Son Servera,12261,6043,6218,2024
07,"Balears, Illes",063,Valldemossa,2016,1029,987,2024
07,"Balears, Illes",064,"Castell, Es",7772,3919,3853,2024
07,"Balears, Illes",065,Vilafranca de Bonany,3816,1926,1890,2024
07,"Balears, Illes",901,Ariany,1018,557,461,2024
07,"Balears, Illes",902,"Migjorn Gran, Es",1690,872,818,2024
